ExplorationSID;QuerySID;NbGroAdd;NbGroDel;NbSelAdd;NbSelDel;NbAggAdd;NbAggDel;AggLevel;FilterLevel
Atyp_P;2;0;0;2;0;0;0;0;2
Atyp_P;3;0;0;0;1;0;0;0;1
Atyp_P;4;1;0;6;0;0;0;1;7
Atyp_P;5;0;0;1;0;0;0;1;8
Atyp_P;6;0;0;0;2;0;0;1;6
Atyp_P;7;0;0;0;0;0;0;1;6
Atyp_P;8;2;0;1;0;0;0;5;7
Atyp_P;9;0;0;1;0;0;0;5;8
Atyp_P;10;0;0;1;0;0;0;5;9
Atyp_P;11;0;0;1;0;0;0;5;10
Atyp_P;12;0;0;1;1;0;0;5;10
Atyp_P;13;0;0;1;1;0;0;5;10
Atyp_P;14;0;0;1;1;0;0;5;10
Atyp_P;15;0;0;1;0;0;0;5;11
Atyp_P;16;0;1;0;4;0;0;4;7
Atyp_P;17;0;0;1;0;0;0;4;8
Atyp_P;18;0;1;0;2;0;0;3;6
Osc_Q;0;2;0;0;0;3;0;2;0
Osc_Q;1;1;1;0;0;0;1;2;0
Osc_Q;2;1;1;0;0;0;0;2;0
Osc_Q;3;0;1;0;0;0;0;1;0
Osc_Q;4;1;0;1;0;0;0;3;1
Osc_Q;5;0;1;0;0;0;0;2;1
Osc_Q;6;0;0;1;1;0;0;2;1
Osc_Q;7;1;0;0;0;0;0;3;1
Osc_Q;8;0;0;0;0;0;0;3;1
Foc_R;0;2;0;1;0;3;0;2;1
Foc_R;1;1;0;0;0;0;0;3;1
Foc_R;2;0;0;0;0;3;3;3;1
Foc_R;3;0;0;0;0;3;3;3;1
Foc_R;4;1;0;2;0;0;2;5;3
Foc_R;5;0;0;2;2;1;1;5;3
Foc_R;6;0;0;2;2;1;1;5;3
Atyp_S;0;0;0;0;0;3;0;0;0
Atyp_S;1;0;0;0;0;1;0;0;0
Atyp_S;2;0;0;0;0;3;3;0;0
Atyp_S;3;1;0;0;0;0;0;1;0
Atyp_S;4;0;0;0;0;3;3;1;0
Atyp_S;5;0;1;0;0;0;1;0;0
Atyp_S;6;3;0;2;0;2;0;7;2
Atyp_S;7;0;0;0;0;0;0;7;2
Atyp_S;8;0;0;0;0;0;0;7;2
Atyp_S;9;0;3;5;2;0;0;3;5
Atyp_S;10;0;0;0;4;0;0;3;1
Atyp_S;11;0;2;0;1;0;2;0;0
Atyp_S;12;1;0;0;0;0;0;1;0
Atyp_S;13;1;0;1;0;0;0;2;1
Atyp_S;14;1;0;1;0;0;0;4;2
Atyp_S;15;1;0;1;0;0;0;5;3
Atyp_S;16;1;0;3;0;0;0;6;6
Atyp_S;17;1;0;0;0;0;0;7;6
Atyp_S;18;1;0;0;0;0;0;8;6
Atyp_S;19;1;0;0;0;0;0;9;6
Atyp_S;20;0;0;0;2;0;0;9;4
Atyp_S;21;1;0;3;2;0;0;10;5
Atyp_S;22;1;0;0;0;0;0;11;5
Atyp_S;23;0;0;0;0;0;0;11;5
Atyp_S;24;0;1;0;0;0;0;10;5
Atyp_S;25;1;0;1;1;0;0;11;5
Atyp_S;26;1;0;1;1;0;0;12;5
Atyp_S;27;0;1;3;1;0;0;10;7
Atyp_S;28;0;1;0;0;0;0;9;7
Atyp_S;29;0;0;0;1;0;0;9;6
Atyp_S;30;0;0;1;0;0;0;9;7
OscF_T;0;2;0;0;0;0;0;2;0
OscF_T;1;0;0;0;0;2;0;2;0
OscF_T;2;0;2;0;0;0;0;0;0
OscF_T;3;1;0;0;0;0;0;1;0
OscF_T;4;0;0;0;0;1;0;1;0
OscF_T;5;1;0;3;0;0;0;2;3
OscF_T;6;1;1;0;0;0;0;2;3
OscF_T;7;1;1;1;0;0;0;3;4
OscF_T;8;1;0;0;0;0;0;4;4
OscF_T;9;1;1;0;0;0;0;3;4
OscF_T;10;1;0;2;0;0;0;5;6
OscF_T;11;0;0;0;0;1;0;5;6
OscF_T;12;0;2;0;2;0;0;3;4
OscF_T;13;0;0;0;0;0;1;3;4
OscF_T;14;0;0;0;2;0;0;3;2
OscF_T;15;1;0;2;0;0;0;4;4
OscF_T;16;1;0;1;2;0;0;5;3
OscF_T;17;1;0;1;0;0;0;6;4
OscF_U;0;3;0;0;0;3;0;3;0
OscF_U;1;0;2;0;0;0;0;1;0
OscF_U;2;1;0;2;0;0;0;2;2
OscF_U;3;2;0;0;0;0;0;4;2
OscF_U;4;0;1;1;0;0;0;3;3
OscF_U;5;1;0;0;1;0;0;5;2
OscF_U;6;0;1;0;0;0;0;4;2
OscF_U;7;0;0;5;0;0;0;4;7
OscF_U;8;0;0;3;5;0;0;4;5
OscF_U;9;0;0;1;3;0;0;4;3
OscF_U;10;0;0;3;1;0;0;4;5
OscF_U;11;0;0;1;1;0;0;4;5
OscF_U;12;0;0;3;1;0;0;4;7
OscF_U;13;0;1;0;5;0;0;3;2
OscF_U;14;0;0;1;0;0;0;3;3
OscF_U;15;1;0;0;0;0;0;4;3
OscF_U;16;1;0;5;1;0;0;5;7
OscF_U;17;0;0;1;3;0;0;5;5
Osc_V;0;2;0;0;0;1;0;3;0
Osc_V;1;0;2;0;0;0;0;1;0
Osc_V;2;1;0;0;0;0;0;2;0
Osc_V;3;1;1;0;0;0;0;2;0
Osc_V;4;1;1;0;0;0;0;2;0
Osc_V;5;1;1;0;0;0;0;2;0
Osc_V;6;1;1;0;0;0;0;2;0
Osc_V;7;1;2;0;0;0;0;1;0
Osc_V;8;1;1;0;0;0;0;1;0
Osc_V;9;1;1;0;0;0;0;1;0
Foc_W;0;1;0;0;0;3;0;1;0
Foc_W;1;1;0;0;0;0;0;2;0
Foc_W;2;1;1;3;0;0;0;2;3
Foc_W;3;1;0;3;3;0;0;3;3
Foc_W;4;1;0;0;0;0;0;4;3
Foc_W;5;0;0;1;3;0;0;4;1
Foc_W;6;2;0;2;0;0;0;6;3
Foc_X;0;1;0;0;0;3;0;1;0
Foc_X;1;1;0;3;0;0;0;2;3
Foc_X;2;0;0;0;2;0;2;2;1
Foc_X;3;0;0;1;1;1;1;2;1
Foc_X;4;0;0;1;1;1;1;2;1
Foc_X;5;0;0;1;1;1;1;2;1
Foc_X;6;1;0;0;0;0;0;3;1
Foc_X;7;0;0;1;1;1;1;3;1
Foc_X;8;0;0;0;0;0;0;3;1
Foc_X;9;0;0;1;1;1;1;3;1
Foc_X;10;2;0;0;0;0;0;5;1
Foc_X;11;0;0;1;1;0;0;5;1
Foc_X;12;0;1;0;0;0;0;4;1
Foc_X;13;0;0;1;1;1;1;4;1
Foc_X;14;0;0;1;1;1;1;4;1
OscF_Y;0;4;0;5;0;1;0;6;5
OscF_Y;1;1;0;2;1;0;0;7;6
OscF_Y;2;0;1;0;2;0;0;4;4
OscF_Y;3;0;0;0;0;0;0;4;4
OscF_Y;4;0;2;0;4;0;0;2;0
OscF_Y;5;3;0;0;0;0;0;6;0
OscF_Y;6;1;0;4;0;0;0;8;4
OscF_Y;7;0;1;0;0;0;0;6;4
OscF_Y;8;0;0;0;0;0;0;6;4
OscF_Y;9;0;0;0;1;0;0;6;3
OscF_Y;10;0;0;0;0;0;0;6;3
OscF_Y;11;1;0;1;0;0;0;7;4
OscF_Z;0;2;0;0;0;0;0;2;0
OscF_Z;1;0;0;0;0;3;0;2;0
OscF_Z;2;1;1;0;0;0;0;2;0
OscF_Z;3;1;1;0;0;0;0;2;0
OscF_Z;4;0;2;0;0;0;0;0;0
OscF_Z;5;2;0;0;0;1;0;2;0
OscF_Z;6;1;0;2;0;0;0;3;2
OscF_Z;7;1;0;1;1;0;0;4;2
Osc_AA;0;3;0;0;0;3;0;3;0
Osc_AA;1;0;1;0;0;0;0;2;0
Osc_AA;2;0;1;0;0;0;0;1;0
Osc_AA;3;2;1;1;0;0;0;2;1
Osc_AA;4;1;0;0;0;0;0;3;1
Osc_AA;5;0;0;1;0;0;0;3;2
Osc_AA;6;0;0;0;0;6;0;3;2
Osc_AA;7;1;0;1;0;0;0;4;3
Osc_AA;8;0;0;0;1;0;0;4;2
Osc_AA;9;0;1;0;0;0;0;3;2
Osc_AA;10;1;0;1;0;0;0;4;3
Osc_AA;11;0;1;0;1;0;0;3;2
Osc_AA;12;0;0;1;1;0;0;3;2
Osc_AA;13;1;0;1;0;0;0;4;3
Osc_AA;14;0;1;0;1;0;0;3;2
Osc_AA;15;0;1;0;1;0;0;2;1
Osc_AA;16;0;0;1;0;0;6;2;2
Osc_AA;17;1;0;0;1;0;0;3;1
